Date,Open,High,Low,Close,Volume
2025-06-30,3309.6687189307536,3333.7222438362,3300.143617027278,3330.93212890625,1468351
2025-07-01,3324.1971950415045,3353.0614253891877,3284.268343060543,3299.85498046875,2375183
2025-07-02,3355.1782290195283,3357.7759628799704,3290.522397314988,3293.697509765625,3090585
2025-07-03,3300.143541734672,3305.242935877825,3268.9702681275116,3272.049072265625,2531870
2025-07-04,3278.9765232213795,3297.257202194738,3261.7542933055606,3290.329833984375,1109320
2025-07-07,3288.8866014623586,3296.3913481829886,3279.361264698508,3282.536376953125,1639174
2025-07-08,3276.090106685197,3295.3329266950955,3264.929177120374,3277.24462890625,2325242
2025-07-09,3280.90091915286,3284.7494832808984,3239.5288547764453,3255.69287109375,2034938
2025-07-10,3252.036655455352,3270.3173348795094,3228.9452709195743,3253.9609375,3035012
2025-07-11,3174.9690253465947,3208.7402687610033,3137.638142071979,3142.3525390625,7635550
2025-07-14,3142.3526487027184,3148.125494964879,3078.8513398189525,3100.69189453125,3924009
2025-07-15,3084.6237277539685,3136.0019578941046,3084.6237277539685,3129.1708984375,2590889
2025-07-16,3115.365810708297,3132.6464874286985,3109.187305299685,3121.2548828125,2540733
2025-07-17,3112.5663349360093,3129.8470122556437,3093.2582102459683,3098.181640625,2947640
2025-07-18,3113.435170211154,3117.103761116581,3076.74973254665,3079.54931640625,3432645
2025-07-21,3079.645764950135,3086.982946316993,3042.960329505588,3048.94580078125,3844346
2025-07-22,3050.29736328125,3070.088189339792,3045.4703325352643,3050.29736328125,3198036
2025-07-23,3050.297382705153,3071.92238630693,3048.3665703944635,3069.122802734375,1922875
2025-07-24,3055.607172649879,3063.909524321329,3031.37538342797,3039.0986328125,2934778
2025-07-25,3031.375459671135,3047.6907301283586,3017.47370470728,3027.32080078125,2568917
2025-07-28,3002.413314143324,3010.1365638260077,2963.700430830921,2972.775390625,3374473
2025-07-29,2954.1428746727747,2967.658561027487,2935.99319157176,2950.28125,4785312
2025-07-30,2954.1431052901985,2962.831761482229,2941.785858233668,2947.964599609375,2880121
